phase,lon,lat,VwIND
Early,-167.5,10,-0.06299635819499615
Early,-167.5,12.5,-0.07985523410281062
Early,-167.5,15,-0.030483620681339564
Early,-167.5,17.5,0.04406486335567679
Early,-167.5,20,0.07882030255185794
Early,-167.5,22.5,0.06319945013395177
Early,-167.5,25,0.04991350393608207
Early,-167.5,27.5,0.07839273634824058
Early,-167.5,30,0.11145784791722872
Early,-167.5,32.5,0.07890738675019393
Early,-167.5,35,-0.032458379886955865
Early,-167.5,37.5,-0.16686991283402414
Early,-167.5,40,-0.2730478301045109
Early,-167.5,42.5,-0.35467751281905774
Early,-167.5,45,-0.41358909746654404
Early,-167.5,47.5,-0.4204933539306773
Early,-167.5,50,-0.3555798235633215
Early,-167.5,52.5,-0.2660553979385211
Early,-167.5,55,-0.22020405389286038
Early,-167.5,57.5,-0.23030279324055883
Early,-167.5,60,-0.24321634090082225
Early,-167.5,62.5,-0.23243500915304569
Early,-167.5,65,-0.21554003414656303
Early,-167.5,67.5,-0.19883308928810647
Early,-167.5,70,-0.14311105729975032
Early,-167.5,72.5,-0.035322681593076166
Early,-167.5,75,0.05801727875139791
Early,-167.5,77.5,0.055137725992680645
Early,-167.5,80,-0.03971943185804034
Early,-167.5,82.5,-0.13839930594661815
Early,-167.5,85,-0.1470581564413061
Early,-167.5,87.5,-0.048277045144146796
Early,-167.5,90,0.12040843809879852
Early,-165,-90,0.10603488471403844
Early,-165,-87.5,0.19768467342899215
Early,-165,-85,0.11537972039136787
Early,-165,-82.5,-0.011365932160730651
Early,-165,-80,-0.0034658051675211464
Early,-165,-77.5,0.1472447182686251
Early,-165,-75,0.28648276755177765
Early,-165,-72.5,0.2845805484599423
Early,-165,-70,0.18555688071285803
Early,-165,-67.5,0.10144444457548196
Early,-165,-65,0.06503461296345177
Early,-165,-62.5,0.026901778975199363
Early,-165,-60,-0.024658755384805817
Early,-165,-57.5,-0.04519764404669844
Early,-165,-55,-0.030323347495040228
Early,-165,-52.5,-0.037672143812242945
Early,-165,-50,-0.09653854554106976
Early,-165,-47.5,-0.1457231551201929
Early,-165,-45,-0.11763692118924245
Early,-165,-42.5,-0.058664138902472886
Early,-165,-40,-0.07793360623679407
Early,-165,-37.5,-0.20545398788785796
Early,-165,-35,-0.35107006427086257
Early,-165,-32.5,-0.4119925210733456
Early,-165,-30,-0.3840684727035794
Early,-165,-27.5,-0.3138781218292393
Early,-165,-25,-0.21442350323890078
Early,-165,-22.5,-0.07247760933291933
Early,-165,-20,0.06103741384248776
Early,-165,-17.5,0.10617088096543405
Early,-165,-15,0.05469190549354281
Early,-165,-12.5,0.010316209736944365
Early,-165,-10,0.07079289088683044
Early,-165,-7.5,0.19786711198314424
Early,-165,-5,0.2649023993972794
Early,-165,-2.5,0.20387725033858892
Early,-165,0,0.08500459748437121
Early,-165,2.5,0.01810800640233537
Early,-165,5,0.02835741805028608
Early,-165,7.5,0.04846285377400615
Early,-165,10,0.03782697872020505
Early,-165,12.5,0.02747516619965897
Early,-165,15,0.06233920664395127
Early,-165,17.5,0.12112034827098128
Early,-165,20,0.1377542663838517
Early,-165,22.5,0.09846001500865274
Early,-165,25,0.07525943333652114
Early,-165,27.5,0.1403252628258274
Early,-165,30,0.2600303283421685
Early,-165,32.5,0.32526235599023445
Early,-165,35,0.2614839153390643
Early,-165,37.5,0.10165198268698347
Early,-165,40,-0.07291343403164999
Early,-165,42.5,-0.20305735243565137
Early,-165,45,-0.2713555731733606
Early,-165,47.5,-0.28319953780908974
Early,-165,50,-0.26497926993446674
Early,-165,52.5,-0.25517441040187117
Early,-165,55,-0.27401467681069447
Early,-165,57.5,-0.304501322440806
Early,-165,60,-0.31271516796640875
Early,-165,62.5,-0.3049528386959495
Early,-165,65,-0.29726405507750536
Early,-165,67.5,-0.26834720466299267
Early,-165,70,-0.17237966492524473
Early,-165,72.5,-0.02170221856552773
Early,-165,75,0.08875216963276278
Early,-165,77.5,0.0797610318763191
Early,-165,80,-0.02616758774253484
Early,-165,82.5,-0.12372588817152766
Early,-165,85,-0.12693633121655284
Early,-165,87.5,-0.027373016856103556
Early,-165,90,0.1322712643501831
Early,-162.5,-90,0.09949026399713143
Early,-162.5,-87.5,0.1797150860556415
