phase,lon,lat,mean_anomaly
Early,-160,-62.5,1.0172916992505634
Early,-160,-60,1.0653701042685157
Early,-160,-57.5,0.8728272645811103
Early,-160,-55,0.4465485825995927
Early,-160,-52.5,-0.19615345389385083
Early,-160,-50,-0.8001463831863589
Early,-160,-47.5,-1.2642365998700655
Early,-160,-45,-1.416379822416826
Early,-160,-42.5,-1.2907630987289793
Early,-160,-40,-1.0827315167804727
Early,-160,-37.5,-0.8233028185079035
Early,-160,-35,-0.5408884408608401
Early,-160,-32.5,-0.2309582274359343
Early,-160,-30,0.05030664711618442
Early,-160,-27.5,0.28862410394228843
Early,-160,-25,0.5071706011733852
Early,-160,-22.5,0.6212406321271999
Early,-160,-20,0.5656377158696444
Early,-160,-17.5,0.4278988595634189
Early,-160,-15,0.3434784050179758
Early,-160,-12.5,0.2782951857284729
Early,-160,-10,0.19762419354799476
Early,-160,-7.5,0.13599785760773103
Early,-160,-5,0.08235438253500434
Early,-160,-2.5,0.03794631801915216
Early,-160,0,0.029360785272717748
Early,-160,2.5,0.03593101987628415
Early,-160,5,0.01450673672423477
Early,-160,7.5,-0.006712324861007346
Early,-160,10,0.013010923753409998
Early,-160,12.5,0.08471423101983078
Early,-160,15,0.2150678152496596
Early,-160,17.5,0.30734885141769724
Early,-160,20,0.3901637666992087
Early,-160,22.5,0.5546255946556414
Early,-160,25,0.7195387748446308
Early,-160,27.5,0.8382308080805331
Early,-160,30,0.9511999592704399
Early,-160,32.5,1.0774853535347462
Early,-160,35,1.141686909416734
Early,-160,37.5,1.1113250081451782
Early,-160,40,1.0093694851739372
Early,-160,42.5,0.8690972140765268
Early,-160,45,0.6395735744535613
Early,-160,47.5,0.29548085695596454
Early,-160,50,-0.10369215542554003
Early,-160,52.5,-0.47177557836397455
Early,-160,55,-0.6833887911376678
Early,-160,57.5,-0.6335043580965533
Early,-160,60,-0.4199384734425792
Early,-160,62.5,-0.26309855001603066
Early,-160,65,-0.2037810850445169
Early,-160,67.5,-0.08871598240438061
Early,-160,70,0.0991359726293524
Early,-160,72.5,0.05960982404666311
Early,-160,75,-0.20631359563324167
Early,-160,77.5,-0.5608271586838214
Early,-160,80,-0.7507425627243947
Early,-160,82.5,-0.7768271586837556
Early,-160,85,-0.8198917399806191
Early,-160,87.5,-0.9042919354834111
Early,-160,90,-0.983428958944188
Early,-157.5,-90,0.25773983382282495
Early,-157.5,-87.5,0.11793408276370201
Early,-157.5,-85,-0.6730385711958036
Early,-157.5,-82.5,-0.4463674486802688
Early,-157.5,-80,-0.5207769305963609
Early,-157.5,-77.5,-0.5705376507005553
Early,-157.5,-75,-0.2606389214728438
Early,-157.5,-72.5,0.17689011078533098
Early,-157.5,-70,0.5777119094166835
Early,-157.5,-67.5,0.8630895079831646
Early,-157.5,-65,0.943257958618409
Early,-157.5,-62.5,1.094513269794635
Early,-157.5,-60,1.1147121212120907
Early,-157.5,-57.5,0.8981018572828419
Early,-157.5,-55,0.4398232893452246
Early,-157.5,-52.5,-0.1988261241445855
Early,-157.5,-50,-0.7856151107854259
Early,-157.5,-47.5,-1.2320291300094766
Early,-157.5,-45,-1.3972411045944795
Early,-157.5,-42.5,-1.2939248452264167
Early,-157.5,-40,-1.039695829259489
Early,-157.5,-37.5,-0.7178740550661701
Early,-157.5,-35,-0.39670561257771053
Early,-157.5,-32.5,-0.09895744542242255
Early,-157.5,-30,0.1466735581632861
Early,-157.5,-27.5,0.35957213261635274
Early,-157.5,-25,0.5355111029654154
Early,-157.5,-22.5,0.6198143857938987
Early,-157.5,-20,0.54058406647178
Early,-157.5,-17.5,0.38809500651636314
Early,-157.5,-15,0.31031490713545506
Early,-157.5,-12.5,0.25644934017627746
Early,-157.5,-10,0.18642645812972206
Early,-157.5,-7.5,0.1164703486471808
Early,-157.5,-5,0.06598518247009792
Early,-157.5,-2.5,0.02510662267900443
Early,-157.5,0,0.021520593027668157
Early,-157.5,2.5,0.028629244053684035
Early,-157.5,5,-0.012444045291425709
Early,-157.5,7.5,-0.02990793417980626
Early,-157.5,10,-0.010666251222153278
Early,-157.5,12.5,0.053940404040213254
Early,-157.5,15,0.17409134082769243
Early,-157.5,17.5,0.24133398501112424
Early,-157.5,20,0.3111122841319002
Early,-157.5,22.5,0.4809057510585205
Early,-157.5,25,0.6521867790816543
Early,-157.5,27.5,0.7489636608022693
Early,-157.5,30,0.8475594737698998
Early,-157.5,32.5,0.9966434424896875
Early,-157.5,35,1.104952484522363
Early,-157.5,37.5,1.1264154447698047
Early,-157.5,40,1.0745785109144663
Early,-157.5,42.5,0.9698415607697711
Early,-157.5,45,0.7672421472786481
Early,-157.5,47.5,0.44058312968467134
Early,-157.5,50,0.01744407787563205
Early,-157.5,52.5,-0.3477923835125637
Early,-157.5,55,-0.4975006516789449
Early,-157.5,57.5,-0.43853321114257826
Early,-157.5,60,-0.24124261160048946
Early,-157.5,62.5,-0.07618606223493316
Early,-157.5,65,-0.07982898338153177
Early,-157.5,67.5,-0.07397957803780741
Early,-157.5,70,0.06875105897603362
Early,-157.5,72.5,0.016731867058376794
Early,-157.5,75,-0.2446728820471776
Early,-157.5,77.5,-0.5518642798960229
Early,-157.5,80,-0.7377289670901973
Early,-157.5,82.5,-0.7804140355171854
Early,-157.5,85,-0.8277845878125959
Early,-157.5,87.5,-0.9082795617466104
Early,-157.5,90,-0.983428958944188
Early,-155,-90,0.25773983382282495
Early,-155,-87.5,0.08128198110193807
Early,-155,-85,-0.71635782013675
Early,-155,-82.5,-0.5245777696317873
Early,-155,-80,-0.5630332029977353
Early,-155,-77.5,-0.5155208455522541
Early,-155,-75,-0.1331165933528496
Early,-155,-72.5,0.3055572662105476
Early,-155,-70,0.6694041137177521
Early,-155,-67.5,0.9313211143696549
Early,-155,-65,1.0224711306615972
Early,-155,-62.5,1.1651417644184334
Early,-155,-60,1.1595152981427135
Early,-155,-57.5,0.925660386119398
Early,-155,-55,0.439286925708484
Early,-155,-52.5,-0.19091041870232744
Early,-155,-50,-0.7620911616166438
Early,-155,-47.5,-1.1919226702510457
Early,-155,-45,-1.380631109482374
Early,-155,-42.5,-1.3086485988925176
Early,-155,-40,-1.0129901433692452
Early,-155,-37.5,-0.6347029244055307
Early,-155,-35,-0.2798914711630857
Early,-155,-32.5,0.0016906239816364631
Early,-155,-30,0.20294547898368479
Early,-155,-27.5,0.3841458211151917
Early,-155,-25,0.4907243971991875
Early,-155,-22.5,0.5342936298472523
Early,-155,-20,0.4761434832193402
Early,-155,-17.5,0.3536846937107043
Early,-155,-15,0.273780311176364
Early,-155,-12.5,0.21890667969945526
Early,-155,-10,0.1697792440533817
Early,-155,-7.5,0.1053197458458726
Early,-155,-5,0.06771119257049918
Early,-155,-2.5,0.04160017921180383
Early,-155,0,0.03923196480925526
Early,-155,2.5,0.023155408928380437
Early,-155,5,-0.035278315412114125
Early,-155,7.5,-0.04781814923384786
